"","variables","CAM5ATRAS","CESM1","E3SM","GEOS","GFDL","GISS","NorESM2"
"1","rlut",-1506782252169.28,NA,-14470090922699.3,-88725815881.4731,-6333777912554.62,-1038247719224.28,231932436151.044
"2","rsut",28550255204854.3,NA,32164664476489.4,956526553447.293,11505558946649.3,11334333761666.3,13817878725383.8
"3","rlutcs",174338437956.711,NA,-485657100409.489,-68490102964.8606,-2366021722834.98,-1282632904076.91,-1428952534529.51
"4","rsutcs",2966088441866.56,NA,5251167295080.82,2221258539836.62,4027295760493.42,8739103632596.39,3326828903611.56
"5","net_rad",27043472952685.1,NA,17694573553790.1,867800737565.82,5171781034094.7,10296086042442,14049811161534.8
