"","variables","CAM5ATRAS","CESM1","E3SM","GEOS","GFDL","GISS","NorESM2"
"1","rlut",-1451236555451.98,81027603005172.7,-5283530502728.27,76924371544.0804,-340936710740.294,225203674389.424,-4379645789322.83
"2","rsut",7303182890956.4,-257182702652673,10416440233265.9,-412869526057.191,-2075583332290.21,628019260645.67,8601378761565.87
"3","rlutcs",-436010431082.279,14746920135423.7,-340316884255.851,-12964673049.3084,-880465572395.782,-80420461537.9756,-2189388431300.46
"4","rsutcs",236306808720.337,-26103644914923.2,759218173811.427,357196089232.565,1319251212918.57,1559176191680.59,751381929617.228
"5","net_rad",5851946335504.42,-176155099647500,5132909730537.6,-335945154513.111,-2416520043030.51,853222935035.094,4221732972243.04
