"","variables","CAM5ATRAS","CESM1","E3SM","GEOS","GFDL","GISS","NorESM2"
"1","rlut",-2186976675923.48,213570593570944,-12740020093605.1,-63976358023.1106,-354630437707.793,-324278109664.117,-548167042324.101
"2","rsut",25779342061491.7,-675853668036361,26304063916532.1,587874479406.382,5906725868985.85,6349633287857.08,12515059004322.7
"3","rlutcs",28037851120.0108,41330482769148.2,-865491339284.783,-42566567228.5391,-899618507616.349,-363194264771.642,-1749321326030.19
"4","rsutcs",1903880479277.42,-83877341998981.2,3466000324002.26,1608998767804.57,3662285846105.15,5507273928962.36,2244010307916.21
"5","net_rad",23592365385568.2,-462283074465417,13564043822927,523898121383.271,5552095431278.06,6025355178192.96,11966891961998.6
