"","variables","CAM5ATRAS","CESM1","E3SM","GEOS","GFDL","GISS","NorESM2"
"1","rlut",2314851531921.72,4715992448795.37,9572316064010.19,268202346682.731,4383272985979.95,1754343501158.73,11293836700296.2
"2","rsut",6347732339204.75,8311780152972.82,3502002987094.7,1272199741571.84,11445493612395.8,6510704615535.2,7633511352773.88
"3","rlutcs",1096945734907.04,1674508517817.72,3970762821535.22,45867324553.57,1443799055679.6,772489673496.757,2633616240480.41
"4","rsutcs",703619286411.753,755325111389.662,1385256172373.18,213283761837.975,1180316187771.28,371015326012.308,2490156211870.29
"5","net_rad",8662583871126.47,13027772601768.2,13074319051104.9,1540402088254.57,15828766598375.8,8265048116693.92,18927348053070.1
