"","variables","CAM5ATRAS","CESM1","E3SM","GEOS","GFDL","GISS","NorESM2"
"1","rlut",-836179054328.44,-1496860830586.49,-1806291068398.16,-225133849047.408,-1553953508969.81,-23939961062.2198,-2270154101608.03
"2","rsut",9292943727102.99,11638876410992.3,9334111780600.54,612500113144.323,12417555819076,7731225500968.57,-3538022362110.4
"3","rlutcs",-480725419691.372,-2746992675407.28,213350850036.944,-22965498909.9916,470742384945.851,191510982766.81,-1974810149152.39
"4","rsutcs",-331968533409.912,1184830185225.48,389413017165.735,594655838263.197,-2291268572851.86,1710539288248.9,-59603516072.1492
"5","net_rad",8456764672774.55,10142015580405.9,7527820712202.39,387366264096.915,10863602310106.2,7707285539906.35,-5808176463718.43
