"","variables","CAM5ATRAS","CESM1","E3SM","GEOS","GFDL","GISS","NorESM2"
"1","rlut",-3071529440401.55,-8678211963502.89,-6279077208560.41,26037256788.4001,-2475020071464.45,-344138493540.816,3432616110626.16
"2","rsut",22475312142073.8,24577000859368.1,18586386814187.5,1530935580648.31,8994183284767.94,10956616149928.9,2643250165897
"3","rlutcs",-709708870557.826,-2254384385800.98,-624666326421.149,-14170424991.3293,-78017564776.3988,-676407752805.099,22548538247.2166
"4","rsutcs",1410489218137.07,4098389993167.84,4381153659474.45,1888106322230.91,1910597200757.77,6438607956143.54,2112370283926.22
"5","net_rad",19403782701672.2,15898788895865.2,12307309605627.1,1556972837436.71,6519163213303.49,10612477656388.1,6075866276523.15
