"","variables","CAM5ATRAS","CESM1","E3SM","GEOS","GFDL","GISS","NorESM2"
"1","rlut",636349492003.455,NA,1731010565328.02,116137231603.48,3420419767199.04,525179569576.514,4255368912479.63
"2","rsut",1972787389090.14,NA,2136219386941.77,102820795490.175,2025794372308.86,1946695085971.56,4411894459124.38
"3","rlutcs",189457969866.171,NA,569268012964.125,13698777410.7394,898412768793.738,358354861102.914,1047239032991.7
"4","rsutcs",64825723122.5352,NA,111369540209.743,76940170895.2325,768238386297.68,148572722763.603,187248061985.587
"5","net_rad",2609136881093.59,NA,3867229952269.79,218958027093.656,5446214139507.9,2471874655548.07,8667263371604.01
