"","variables","CAM5ATRAS","CESM1","E3SM","GEOS","GFDL","GISS","NorESM2"
"1","rlut",-199622361766.522,NA,-1612269211083.5,-25941075979.4718,737411014645.526,348158995649.402,1614595959129.17
"2","rsut",6092632077980.96,NA,4456988022806.08,291841489669.932,2185645214051.12,2466268375065.88,1668477990179.17
"3","rlutcs",-13907115985.2613,NA,-58777984150.4514,-4713957233.77535,-35301191972.6581,-54172561641.4133,-186268303705.579
"4","rsutcs",910294059875.757,NA,938425331869.598,544923567919.686,860431848583.208,2068625219499.35,615456588129.624
"5","net_rad",5893009716214.43,NA,2844718811722.58,265900413690.46,2923056228696.64,2814427370715.29,3283073949308.34
