"","variables","CAM5ATRAS","CESM1","E3SM","GEOS","GFDL","GISS","NorESM2"
"1","rlut",-2270161265606.82,NA,-12183574687685.4,-63973718041.2898,-342639231887.981,-339372785583.577,-543199637277.426
"2","rsut",26758978759001.8,NA,25155384215832.3,590774686266.926,5789053881909.08,6645206468685.12,12511295136056.6
"3","rlutcs",29873809655.2753,NA,-827648303289.589,-42736938285.3613,-881271852063.919,-380101800739.386,-1749231906533.18
"4","rsutcs",1975125328418.42,NA,3314673956757.17,1617371606575.45,3595465729657.56,5763661594581.09,2243375486006.81
"5","net_rad",24488817493395,NA,12971809528146.9,526800968225.636,5446414650021.1,6305833683101.54,11968095498779.2
