"","variables","CAM5ATRAS","CESM1","E3SM","GEOS","GFDL","GISS","NorESM2"
"1","rlut",819559341776.409,NA,4487680335357.05,417961651088.206,10916346022218.8,2314210970639.92,11891693723538.1
"2","rsut",4512092326378.22,NA,7987587714410.07,1661031219749.08,9046891295988.06,6343577474707.75,10999055968248.5
"3","rlutcs",711935621947.322,NA,2334881091717.27,64192972616.8807,3730984783970.8,1571718754432.8,1606849589110.17
"4","rsutcs",997832918892.045,NA,1190773204327.91,141511546830.742,1811958655745.83,559468083088.709,2136580240194.79
"5","net_rad",5331651668154.63,NA,12475268049767.1,2078992870837.28,19963237318206.9,8657788445347.67,22890749691786.7
