"","variables","CAM5ATRAS","CESM1","E3SM","GEOS","GFDL","GISS","NorESM2"
"1","rlut",988262108083.275,2142941333473.02,960684238724.7,121208535654.558,865514941964.066,734516511481.833,5701351467473.9
"2","rsut",2942250819952.45,3445460886777.69,1629014517296.85,320656341013.259,803300291449.491,2660156262072.71,5388883617558.7
"3","rlutcs",266476655817.306,827962537529.801,454070427507.367,12330472490.2072,653630067677.917,443498131766.931,1110649660445.57
"4","rsutcs",259683441316.399,346849699849.028,102284642869.687,53805210352.907,1108598918285.12,238380500975.538,583785108820.168
"5","net_rad",3930512928035.72,5588402220250.7,2589698756021.55,441864876667.817,1668815233413.56,3394672773554.54,11090235085032.6
