"","variables","CAM5ATRAS","CESM1","E3SM","GEOS","GFDL","GISS","NorESM2"
"1","rlut",1621110785661.07,3702982110841.77,3883732840981.03,144550037797.171,3728652862789.45,1382380179402.74,2415742536375.63
"2","rsut",4471776589661.81,2879037927744.88,3347266121392.58,674139663486.184,6294781183921.99,3074166388627.25,3435769742846.42
"3","rlutcs",697179276262.138,1449226924886.39,1144264193421.24,10318032756.4165,1188284413128.09,342578776960.435,395294615136.968
"4","rsutcs",172604695524.425,381638960477.287,243396763219.328,151046254287.167,744926935270.226,237850864470.247,147338879019.157
"5","net_rad",6092887375322.88,6582020038586.65,7230998962373.61,818689701283.355,10023434046711.4,4456546568029.99,5851512279222.05
