"","variables","CAM5ATRAS","CESM1","E3SM","GEOS","GFDL","GISS","NorESM2"
"1","rlut",289636855542.034,3382034050232.5,8423763184999.85,-2496070008.47841,-3188594485071.79,322687745342.384,1195124467604.01
"2","rsut",-2867693343074.02,-3866276220492.96,-8904354375401.07,-346968281423.539,724936009646.138,-2733257438640.25,-1424371386045.74
"3","rlutcs",59935547015.8471,322805562996.375,885390484272.04,5155288365.06145,-648558535965.297,91065532869.3876,-111069606788.825
"4","rsutcs",-577213585607.542,-474504168018.132,-632383676596.28,-285136033478.007,-848243773230.44,-988720041691.347,-316649415032.458
"5","net_rad",-2578056487531.98,-484242170260.463,-480591190401.217,-349464351432.018,-2463658475425.65,-2410569693297.87,-229246918441.735
