"","variables","CAM5ATRAS","CESM1","E3SM","GEOS","GFDL","GISS","NorESM2"
"1","rlut",-24664747516.4712,1303531942598.99,3450598258149.47,-63511721710.959,2243587282803.31,403885239248.662,-599969970899.741
"2","rsut",843842702731.147,-3386469955599.28,-4048101760536.98,-317866940354.99,-9470472780759.3,-1630648194833.43,2304920765056.61
"3","rlutcs",288577560296.602,505627336130.055,-65361593381.3158,-4932949551.78711,-535369569091.55,48096261261.7554,-384770077970.826
"4","rsutcs",-581625595680.865,1149685574133.73,122244653264.102,10482518252.1682,-354753690155.701,-29751858159.4797,263604510641.407
"5","net_rad",819177955214.676,-2082938013000.29,-597503502387.51,-381378662065.949,-7226885497955.99,-1226762955584.77,1704950794156.87
