"","variables","CAM5ATRAS","CESM1","E3SM","GEOS","GFDL","GISS","NorESM2"
"1","rlut",530959374902,5978987814425.38,3179377614139.12,276754654759.862,4583463826959.39,2082616539279.81,6365411722079.19
"2","rsut",1992197527941.06,7854416064140.87,1868843351762.8,742677966020.824,4304965487461.66,4828441406476.84,5468859765606.75
"3","rlutcs",260823160726.027,1425109729226.56,1930561208412.82,29378499920.6913,3215115577803.34,863160477506.95,1115156234921.87
"4","rsutcs",499000201561.373,496490131470.912,557321558090.789,43664838975.6786,1139371537458.56,711769598475.086,878524301041.018
"5","net_rad",2523156902843.06,13833403878566.2,5048220965901.92,1019432620780.69,8888429314421.04,6911057945756.65,11834271487685.9
