"","variables","CAM5ATRAS","CESM1","E3SM","GEOS","GFDL","GISS","NorESM2"
"1","rlut",-715632816284.205,-7552179874567.35,-1022646912177.22,-71903598702.6181,-3590402438390.35,-206427216228.863,3305169775984.12
"2","rsut",10203298030853.4,12087343078774.1,6984019578053.28,147855251071.65,7319426667275.77,4937515261348.86,501424134557.877
"3","rlutcs",78138317264.1525,-1800885178872.73,632345013826.56,-3269131552.16352,-101670960569.354,-131194673816.665,-211423534226.99
"4","rsutcs",589667277582.274,1143104586703.46,1074553569619.63,697501181213.017,58151676685.8242,1742540218151.34,579468995941.707
"5","net_rad",9487665214569.24,4535163204206.71,5961372665876.05,75951652369.0317,3729024228885.42,4731088045120,3806593910542
