"","variables","CAM5ATRAS","CESM1","E3SM","GEOS","GFDL","GISS","NorESM2"
"1","rlut",-101293486153.755,-353046649610.652,-17330471648.7533,-2680565109.52886,-619459802786.605,-49099467267.3546,115312112138.891
"2","rsut",-73602431789.2024,697998405191.889,923244358565.336,-24584093230.5356,100726088016.651,509883217910.436,25518422989.873
"3","rlutcs",-16862686830.7992,-183665692164.45,287822911772.891,-8308513046.05511,-364301495037.286,-60639523271.6532,85417977677.7064
"4","rsutcs",-678417306960.714,1074888772376.73,513456301517.445,40344775525.7738,148764072268.965,113696023885.008,-32653600235.6039
"5","net_rad",-174895917942.957,344951755581.237,905913886916.583,-27264658340.0644,-518733714769.954,460783750643.081,140830535128.764
