"","variables","CAM5ATRAS","CESM1","E3SM","GEOS","GFDL","GISS","NorESM2"
"1","rlut",-668021484679.714,122899831933580,-7346030974637.09,-154175586741.263,-148699419888,-766539230928.635,3952697864599.33
"2","rsut",17889374831031.2,-391484359068087,15670142127695.7,984772759262.625,7890327048811.24,5568881845061.78,3733093869986.91
"3","rlutcs",437694883830.172,25493129725400.5,-518939322869.874,-27848048914.2927,12450246802.5406,-291774273625.362,457753203830.1
"4","rsutcs",1599401562156.38,-53441017258118.3,2680817992942.42,1219047652730.96,2285660614830.38,3764341537250.11,1477084193481.72
"5","net_rad",17221353346351.4,-268584527134507,8324111153058.57,830597172521.363,7741627628923.24,4802342614133.14,7685791734586.25
