"","variables","CAM5ATRAS","CESM1","E3SM","GEOS","GFDL","GISS","NorESM2"
"1","rlut",1340354684768.93,15093366283852.8,8026025871654.3,698639887670.233,5274493219134.09,5257360481705.75,16068855406775.1
"2","rsut",5029106586645.61,19827700320083.2,4717711109436.35,1874817430645.06,4100414464729.28,12188925114088.2,13805598231556.4
"3","rlutcs",658422398963.945,3597549251731.68,4873511764260.5,74163131609.5516,3752865267156,2178963672969.08,2815102161069.65
"4","rsutcs",1259676897101.36,1253340472199.8,1406903421655.54,110227588488.355,3088416130552.51,1796792298786.08,2217748133369
"5","net_rad",6369461271414.54,34921066603936.1,12743736981090.7,2573457318315.29,9374907683863.36,17446285595793.9,29874453638331.5
