"","variables","CAM5ATRAS","CESM1","E3SM","GEOS","GFDL","GISS","NorESM2"
"1","rlut",-62263727593.9368,3290638095110.36,8710695693846.27,-160329090617.784,-7561929918391.57,1019568535984.29,-1514565142322.94
"2","rsut",2130197851808.4,-8548810105583.92,-10219034479160.6,-802423806372.41,-2394818748965.57,-4116410879002.57,5818545620434.78
"3","rlutcs",728485649084.041,1276406446075.55,-164998909584.709,-12452745641.2028,-3614409485862.15,121414277907.727,-971314192657.947
"4","rsutcs",-1468256572541.46,2902268079522.72,308594595812.034,26462085635.2011,-459973331333.136,-75105637737.35,665443643084.079
"5","net_rad",2067934124214.46,-5258172010473.56,-1508338785314.34,-962752896990.194,-9956748667357.14,-3096842343018.28,4303980478111.83
