"","variables","CAM5ATRAS","CESM1","E3SM","GEOS","GFDL","GISS","NorESM2"
"1","rlut",570904705496.456,3749237210614.24,1341651482512.98,70252871204.3872,2186703530325.76,378024582724.808,1911908203551.99
"2","rsut",2014164171206.85,2287126537741.92,1817680116910.03,100249009557.438,2669571214596.8,1772686924120.17,1611427715423.64
"3","rlutcs",175330055124.125,599447801076.374,309151145803.532,5499349878.70044,404826867677.151,96130085385.054,447038377918.214
"4","rsutcs",84862397606.3078,112287482047.361,36187098461.3268,16778042142.8773,349712180176.756,41601784156.2317,73313263569.8708
"5","net_rad",2585068876703.31,6036363748356.16,3159331599423.01,170501880761.825,4856274744922.56,2150711506844.98,3523335918975.64
