"","variables","CAM5ATRAS","CESM1","E3SM","GEOS","GFDL","GISS","NorESM2"
"1","rlut",660165607843.193,2460378493765.94,1414048389749.33,148302091534.573,1145499994678.85,1573646531157.5,6882258107581.81
"2","rsut",1106690077790.05,3654985765472.17,1536399881663.08,546445321648.116,2517346574926.43,3646117461425.95,5869541606018.72
"3","rlutcs",374328816239.446,675462807261.154,657723017070.751,10714623651.137,456492726069.904,463791162077.417,1279966874335.71
"4","rsutcs",165591707044.208,425436592902.327,215751903357.639,38531187038.2776,908236078857.34,140892886954.776,569348227484.803
"5","net_rad",1766855685633.24,6115364259238.12,2950448271412.41,694747413182.689,3662846569605.27,5219763992583.45,12751799713600.5
