"","variables","CAM5ATRAS","CESM1","E3SM","GEOS","GFDL","GISS","NorESM2"
"1","rlut",-48748301927.6423,-2647988652164.69,-570384885765.57,35004708848.4339,-52574444205.5331,712994838862.166,1901197437058.84
"2","rsut",841274352541.34,2314902104260.3,1324029363124.32,-377123556543.309,-312916676974.282,289508626312.616,120823230574.235
"3","rlutcs",-28822067335.3914,-817683034765.384,-271455744931.913,-3422127152.83888,-209146151087.811,88248766868.0986,-316517762382.77
"4","rsutcs",248147340801.279,454184969210.798,193000447372.065,169813751450.437,-136982278355.866,712657950073.766,366043125696.807
"5","net_rad",792526050613.697,-333086547904.382,753644477358.747,-342118847694.875,-365491121179.815,1002503465174.78,2022020667633.07
