"","variables","CAM5ATRAS","CESM1","E3SM","GEOS","GFDL","GISS","NorESM2"
"1","rlut",169157325609.654,1240336477537.93,-2849337766619.2,-34343968565.0229,-491660010670.84,219239888672.25,1049166195738.28
"2","rsut",-209722933670.719,-559094736306.646,2859188799042.35,-34967022068.2451,396793385569.306,-449043113453.771,-681506927085.357
"3","rlutcs",61518682774.0027,252665656007.865,-535316116359.803,-1476268272.84257,60303971664.5003,45078754510.9326,229900473484.84
"4","rsutcs",50410444851.2928,-27466200242.2378,-138906937.190701,13868778281.4558,113549876368.546,6597695965.6841,4998923413.0565
"5","net_rad",-40565608061.0649,681241741231.285,9851032423.1499,-69310990633.2681,-94866625101.5347,-229803224781.522,367659268652.926
